No,Nama Tempat,Kategori,Koordinat,Latitude,Longitude,Alamat,Deskripsi
619,Warung Makan di Gunung Mas,Restoran,S1 06 19.9 E113 52 02.3,-1.105528,113.867306,Gunung Mas,Terletak di wilayah perkantoran Kab. Gunung Mas
620,Dermaga LLASD Tangkiling,Pelabuhan,S1 58 42.5 E113 45 42.6,-1.978472,113.761833,"Jl. Pelabuhan No. 14, Kel Tangkiling, Palangkaraya",Informasi tidak ada
621,Pintu Masuk Dermaga LLASD Kereng Bangkirai,Pelabuhan,S2 17 43.7 E113 54 23.5,-2.295472,113.906528,"Kel. Kereng Bangkirai, Kec. Sebangau, Palangkaraya","Dermaga menuju Taman Nasional Sebangau, Pagatan dan Paduran"
622,Dermaga LLASD Kereng Bangkirai,Pelabuhan,S2 17 46.7 E113 54 22.7,-2.296306,113.906306,Informasi tidak ada,Informasi tidak ada
623,Dermaga Speed Boat,Pelabuhan,S3 01 23.8 E114 23 31.9,-3.023278,114.392194,"Jl. Jend. Sudirman, Kel Selat Hilir, Kec. Selat. Kab Kuala Kapuas",Pelabuhan penyeberangan ke Tangkiling dan Bahaur
624,Terminal Mihingmanasa,Terminal Angkutan Umum,S2 12 20.1 E113 56 18.6,-2.205583,113.938500,"Jl. DarmoSugondo No. 1, Palangkaraya","Terminal yang melayani angkutan umum dalam kota, terdapat 5 trayek, yaitu A (Tjilik Riwud),B (Rajawali), C, D dan E (Desa Kereng Bangkirai)"
625,Bandara Tjilik Riwud,Bandar Udara,S2 13 26.5 E113 56 44.4,-2.224028,113.945667,"Jl A Donis Samad, Kel Paanrung, Kec Pahandut, Palangkaraya - 73111","Bandar Udara Tjilik Riwud (atau biasanya disebut Bandar Udara Panarung) merupakan sebuah bandara di Palangkaraya, Kalimantan Tengah, Indonesia dengan kode IATA: PKY dan kode ICAO: WAOP. Nama bandara ini diambil dari nama Gubernur Kalimantan Tengah yang p"
626,Jembatan TumbangNusa,Akses Transportasi,S2 25 30.8 E114 10 06.1,-2.425222,114.168361,kalimantan Tengah - Kalimantan Selatan,"Jembatan yang memang menghubungkan transportasi darat antara Kalimantan Selatan dan Kalimantan Tengah seperti jembatan Barito, jembatan Kapuas dan Jembatan Pulang Pisau"
627,Jembatan Danau Lais,Akses Transportasi,S2 08 38.0 E113 57 11.4,-2.143889,113.953167,"Kel. Pahandut Seberang, Kec. Pahandut, Palangkaraya.","Jembatan yang membelah Sungai Lais. Terletak sekitar 5km dari pusat kota, dan tidak begitu jauh dari jembatan Kahayan"
628,Jembatan Kahayan,Akses Transportasi,S2 12 09.2 E113 55 16.7,-2.202556,113.921306,"Jalan S. Parman Desa Palangka, Kec. Pahandut Kota Palangkaraya","Jembatan Kahayan adalah jembatan yang membelah Sungai Kahayan di Kota Palangkaraya, Kalimantan Tengah, Indonesia. Jembatan ini memiliki panjang 640 meter dan lebar 9 meter, terdiri dari 12 bentang dengan bentang khusus sepanjang 150 meter pada alur pelay"
629,Jembatan Gohong,Akses Transportasi,S2 40 35.2 E114 16 47.9,-2.676444,114.279972,"Desa Gohong, Kec. Kahayan Hilir, Kab. Pulang Pisau",Jembatan yang melintasi sungai kahayan merupakanpenghubung Pulang Pisau menuju Desa Gohong
630,Dinas Kebudayaan dan Pariwisata Prop. Kal Teng,Kantor Pemerintahan,S2 10 44.7 E113 52 59.2,-2.179083,113.883111,"Jl. Tjilik Riwud Km 5.5, Palangkaraya","Dalam Pasal 37 dan 38 Peraturan Daerah Provinsi Kalimantan Tengah Nomor 6 Tahun 2008 Tentang Organisasi Dan Tata Kerja Dinas Daerah Provinsi Kalimantan Tengah, Dinas Kebudayaan dan Pariwisata mempunyai tugas melaksanakan kewenangan desentralisasi dan tug"
631,Pemerintah Kota Palangkaraya,Kantor Pemerintahan,S1 59 22.8 E113 45 35.1,-1.989667,113.759750,"Jl. Tjilik Riwud Km 4,4 Palangkaraya",Dinas Budpar Palangkaraya yang berfungsi merwujudnya peran serta masyarakat dalam pengembangan kebudayaan dan kepariwisataan Kota Palangkaraya sebagai tujuan wisata yang berwawasan lingkungan dengan falsafah Budaya Betang. Sedangka Misi Dinas Budpar Pal
632,Karya Jaya Rental,Rental Mobil,S2 11 05.4 E113 52 19.8,-2.184833,113.872167,"Jl. Piranha. Pahandut, Palangkaraya",Menyediakan jasa sewa renatal mobil
633,Disbudpar Kotawaringin Barat,Kantor Dinas,S2 41 33.2 E111 38 06.2,-2.692556,111.635056,Jl Sutan Syahrir No 2A Pangkalan Bun Kab. Kotawaringin Barat,Informasi tidak ada
634,Hotel Kecubung,Hotel,S2 40 58.1 E111 37 43.2,-2.682806,111.628667,"Jl. Domba No. 1, Kel. Mendawai, Kec. Arut Selatan, Kab. Kotawaringin Barat",Informasi tidak ada
635,Bundaran Kumai,Batas Kota,S2 45 01.9 E111 41 50.1,-2.750528,111.697250,"JL lintas Kumai-Pangkalan Bun, Kec. Kumai, Kab. Kotawaringin Barat",Informasi tidak ada
636,Pelabuhan Kumai,Pelabuhan,S2 44 08.2 E111 43 51.3,-2.735611,111.730917,"Kec. Kumai, Kab. Kotawaringin Barat",Informasi tidak ada
637,Gerbang Desa Sekoyer,Pemukiman,S2 49 40.8 E111 47 54.4,-2.828000,111.798444,Taman Nasional Tanjung Puting,Informasi tidak ada
638,Tanjung Harapan,Konservasi Alam,S2 49 37.2 E111 48 11.6,-2.827000,111.803222,Taman Nasional Tanjung Puting,Informasi tidak ada
639,Rimba Lodge,Hotel,S2 49 07.0 E111 48 22.5,-2.818611,111.806250,Taman Nasional Tanjung Puting,Informasi tidak ada
640,Pesalat,Konservasi Alam,S2 48 35.9 E111 49 44.7,-2.809972,111.829083,Taman Nasional Tanjung Puting,Informasi tidak ada
641,Pondok Tanguy,Konservasi Alam,S2 47 19.4 E111 52 36.9,-2.788722,111.876917,Taman Nasional Tanjung Puting,Informasi tidak ada
642,Pondok Tanguy Feed Ground,Konservasi Alam,S2 47 39.2 E111 52 54.9,-2.794222,111.881917,Taman Nasional Tanjung Puting,Informasi tidak ada
643,Pondok Ambung,Konservasi Alam,S2 44 28.8 E111 55 09.2,-2.741333,111.919222,Taman Nasional Tanjung Puting,Informasi tidak ada
644,Camp Leaky,Konservasi Alam,S2 45 42.3 E111 56 27.8,-2.761750,111.941056,Taman Nasional Tanjung Puting,Informasi tidak ada
645,Pantai Kubu,Pantai,S2 51 26.5 E111 42 04.5,-2.857361,111.701250,"JL Lintas Kumai - Keraya, Kecamatan Kubu, Kabupaten Kotawaringin Barat",Informasi tidak ada
646,Rumah Adat Pasir Panjang,Situs Budaya,S2 43 34.6 E111 39 20.8,-2.726278,111.655778,"Jl Raya Pasir Panjang, Desa Pasir panjang, Kab Kotawaringin Barat",Informasi tidak ada
647,Istana Kuning,Situs Budaya,S2 40 35.0 E111 37 55.8,-2.676389,111.632167,JL Pangeran Antasari,Informasi tidak ada
648,Istana Mangkubumi,Situs Budaya,S2 40 39.3 E111 38 07.3,-2.677583,111.635361,JL Durian kel.Raja,Informasi tidak ada
649,RM Smangat 47,Rumah Makan,S2 40 22.1 E111 38 06.8,-2.672806,111.635222,JL Pangeran Antasari,Informasi tidak ada
650,Sentra Batu Kecubung,Sentra Kerajinan,S2 40 19.0 E111 38 10.4,-2.671944,111.636222,JL Pangeran Antasari,Informasi tidak ada
651,Hotel Swissbell Inn,Hotel,S2 40 00.9 E111 38 53.9,-2.666917,111.648306,JL A. Yani,Informasi tidak ada
652,Amplang HJ Alung Anga,Oleh oleh,S2 40 24.6 E111 38 07.5,-2.673500,111.635417,Gg Sesepat,Informasi tidak ada
653,Kantor Disporabudpar Kota Balikpapan,Kantor Pemerintahan,S1 16 11.5 E116 52 32.1,-1.269861,116.875583,"Jl. Marsma Iswahyudi No. 1, Kota Balikpapan",Informasi tidak ada
654,RM Warung Padaidi,Rumah Makan,S1 15 27.8 E116 54 20.6,-1.257722,116.905722,"Jl. Marsma Iswahyudi, Kota Balikpapan","Merupakan rumah makan yang menyajikan masakan yang dibakar, terutama ikan bandeng dan ayam yang dibakar."
655,Masjid Nurul Falah,Masjid,S1 01 22.4 E116 57 24.4,-1.022889,116.956778,"Jl. Soekarno - Hatta KM 34, Balikpapan",Masjid kecil yang berada sebelum kawasan Taman Nasional dan Hutan Lindung Bukit Suharto
656,Rest Area Bukit Suharto KM 55,Tempat Peristirahatan,S0 52 01.4 E117 00 43.7,-0.867056,117.012139,"Jl. Soekarno-Hatta KM 55, Kutai Kartanegara",Merupakan kawasan tempat peristirahatan terpadu yang terletak di jalan raya penghubung antara kota Balikpapan dan kota Samarinda.
657,Jembatan Kutai Kartanegara (Ambruk),Jembatan,S0 26 40.4 E117 00 01.1,-0.444556,117.000306,"Pusat Kota Tenggarong, Kutai Kartanegara","Jembatan Kutai Kartanegara adalah jembatan yang melintas di atas Sungai Mahakam dan merupakan jembatan gantung terpanjang di Indonesia. Panjang jembatan secara keseluruhan mencapai 710 meter, dengan bentang bebas, atau area yang tergantung tanpa penyangg."
658,Kantor Bupati Kutai Kartanegara,Kantor Pemerintahan,S0 26 33.0 E117 00 01.1,-0.442500,117.016972,"Jl. Wortel Monginsidi, Tenggarong, Kutai Kartanegara",Pusat pemerintahan Kabupaten Kutai Kartanegara
659,Kantor DPRD Kutai Kartanegara,Kantor Pemerintahan,S0 26 19.7 E116 59 53.4,-0.438806,116.998167,"Jl. Wortel Monginsidi, Tenggarong, Kutai Kartanegara",Informasi tidak ada
660,Pulau Kumala (Dermaga),Pelabuhan Penyeberangan,S0 25 08.4 E116 59 30.8,-0.419000,116.991889,"Jl. Jenderal Sudirman, Tenggarong, Kutai Kartanegara",Pulau Kumala merupakan sebuah pulau kecil yang terletak di tengah-tengah Sungai Mahakam di wilayah Kota Tenggarong. Pulau seluas 76 ha ini kini sedang digarap untuk dijadikan salah satu obyek wisata andalan kota Tenggarong. Fasilitas yang telah rampung da
661,Museum Mulawarman,Museum,S0 24 47.6 E116 59 26.0,-0.413222,116.990556,"Jl. Pangeran Diponegoro no. 26, Tenggarong, Kutai Kartanegara",Bangunan ini merupakan bekas keraton Kesultanan Kutai Kartanegara yang dibangun pada tahun 1936. Museum negeri ini terletak di pusat kota Tenggarong. Terletak di jalan utama penghubung Tenggarong dan SamarindaDidalam museum ini dapat dilihat beraneka ma
662,Monumen Pancasila,Monumen,S0 24 48.6 E116 59 17.5,-0.413500,116.154861,Di tengah2 antara Kedaton Kutai Kartanegara dan Masjid Raya Tenggarong.,Monumen ini dibangun sebagai lambang keberhasilan Pemerintah Daerah Kabupaten Kutai Kartanegara dalam melaksanakan pembangunan daerah yaitu dengan diterimanya penghargaan 'Parasamya Purnakarya Nugraha' dari Presiden RI. Monumen Pancasila terletak di pusat kota Tenggarong.
663,Kedaton Kutai Kartanegara,Benda Cagar Budaya,S0 24 49.0 E116 59 18.8,-0.413611,116.988556,Terletak di belakang Museum Mulawarman,"Kedaton terletak di pusat Kota Tenggarong, terletak di belakang Museum Mulawarman dan di depan Monumen Pancasila Tenggarong atau Jalan Monumen barat. Dibangun pada tahu 2001 dan sejarah dibukanya objek wisata ini adalah untuk melestarikan budaya Kutai. P"
664,Waduk Panji Sukarame,Waduk,S0 24 31.0 E116 58 29.5,-0.408611,116.974861,"Jl. Rondong Demang, Kel. Panji, Kec. Tenggarong, Kutai Kartanegara","Waduk Panji Sukarame adalah telaga alam yang terdapat di daerah Rondong Demang, Kecamatan Tenggarong. Telaga ini dibendung dan dijadikan waduk untuk pengairan sawah-sawah penduduk. Tempat ini cocok berekreasi di alam terbuka sambil menikmati keindahan al"
665,Museum Kayu Tuah Rimba,Museum,S0 24 21.4 E116 58 14.7,-0.405944,116.970750,"Jl. Rondong Demang, Kel. Panji, Kec. Tenggarong, Kutai Kartanegara","Museum Kayu terletak disekitar Waduk Panji Sukarame. Museum ini menyajikan koleksi beraneka macam hasil hutan di Kalimantan Timur. Disamping itu juga terdapat 'monster' buaya ganas yang telah diawetkan yang penah memakan korban manusia di Sangatta, Kut"
666,Planetarium Jagat Raya,Museum,S0 24 43.4 E116 59 27.3,-0.412056,116.990917,"Jl. Pangeran Diponegoro no. 26, Tenggarong, Kutai Kartanegara",Planetarium Jagat Raya terletak disebelah kiri Museum Mulawarman yang merupakan Sarana Wisata Ilmu Pengetahuan untuk menikmati keindahan alam semesta berupa bintang-bintang dan angkasa luar. Planetarium ini merupakan yang keduan di Indonesia.
667,Stadion Madya Aji Imbut,Stadion,S0 25 30.2 E117 00 21.4,-0.425056,117.005944,"Jl. Perjiwa, Desa Perjiwa, Kecamatan Tenggarong Seberang, Kabupaten Kutai Kartanegara","Stadion ini sempat populer dengan sebutan Stadion Kudungga, nama yang diusulkan mantan Ketua Umum Mitra Kukar Sugiyanto pada saat peluncuran skuad Mitra Kukar musim 2008/2009. Nama Aji Imbut yang merupakan pendiri kota Tenggarong baru resmi digunakan seb"
668,Gudeg Bu Harman,Rumah Makan,S0 29 58.1 E117 09 11.6,-0.499472,117.153222,"Jl. Imam Bonjol, Samarinda",Masakan khas Yogyakarta
669,Hotel M J Samarinda,Hotel,S0 29 59.8 E117 08 51.7,-0.499944,117.147694,Jl. KH. Khalid no. 1,Merupakan hotel bintang 2 di pusat kota Samarinda
670,Sentra Souvenir Citra Niaga,Pusat Kerajinan,S0 30 11.4 E117 08 59.2,-0.503167,117.149778,Jl. Niaga Selatan,"Citra Niaga merupakan kawasan pusat perdagangan yang dirancang untuk menyediakan tempat usaha bagi pedagang kecil (60%) serta pedagang besar dan menengah (40%). Karena konsep pembangunan dan arsitekturnya yang estetis, Citra Niaga memperoleh penghargaan"
671,Kebun Raya Samarinda,Kebun Raya,S0 26 44.4 E117 12 27.6,-0.445667,117.207667,Jl. Raya Samarinda - Bontang KM 20,"Terletak di sebelah Utara kota Samarinda yang berjarak 20 km atau 30 menit perjalan darat. Di Kebun Raya Samarinda terdapat atraksi Danau alam, kebun binatang, panggung hiburan."
672,Air Terjun Tanah Merah,Air Terjun,S0 26 00.2 E117 14 00.0,-0.433389,117.233333,Jl. Raya Samarinda - Bontang KM 14,"erletak sekitar 14 km dari pusat kota Samarinda tepatnya di dusun Purwosari kecamatan Samarinda Utara. Tempat ini merupakan pilihan tepat bagi wisata keluarga karena dilengkapi pendopo istirahat, tempat berteduh dengan pohon peneduh di sekitar lokasi, wa"
673,Taman Wisata Relax,Taman,S0 25 53.1 E117 13 46.1,-0.431417,117.229472,Jl. Raya Samarinda - Bontang KM 15,Kawasan Air Terjun Tanah Merah. Terletak di dalam kawasan objek wisata Air Terjun Tanah Merah. Merupakan taman wisata skala kecil untuk anak2.
674,Kawasan Sungai Mahakam,Kawasan Wisata,S0 30 13.5 E117 07 17.8,-0.503750,117.121611,"Jl. Slamet Riyadi, Samarinda","River of germs, sungai yang membawa aliran permata. Demikianlah seorang fotografer asing terkenal memberi nama sungai sepanjang 980 km ini, yang terletak di Propinsi Kalimantan Timur. Bukan hanya karena kilauan matahari yang jatuh pada badan airnya yang"
675,Islamic Centre Samarinda,Masjid,S0 30 10.6 E117 07 18.0,-0.502944,117.121667,"Jl. Slamet Riyadi, kelurahan Teluk Lerong Ulu, Kota Samarinda","Masjid Islamic Center Samarinda adalah masjid yang terletak di kelurahan Teluk Lerong Ulu, Kota Samarinda, Kalimantan Timur, Indonesia, yang merupakan masjid termegah dan terbesar kedua di Asia Tenggara setelah Masjid Istiqlal. Dengan latar depan berupa"
676,Kantor Gubernur Kalimantan Timur,Kantor Pemerintahan,S0 30 05.6 E117 08 21.5,-0.501556,117.121667,"Jl. Gadjah Mada, Samarinda",Informasi tidak ada
677,Sentra Sarung Tenun Samarinda,Pusat Kerajinan,S0 30 44.7 E117 08 58.2,-0.512417,117.149500,"Jl. Pangeran Bendahara, Samarinda Seberang","Terletak di jalan Bung Tomo Samarinda Seberang. Obyek wisata ini merupakan proses pembuatan sarung tradisional Samarinda, yang berjarak 8 km dari pusat kota Samarinda. Obyek tersebut telah dilengkapi sarana dan prasarana wisata. Kerajian tenun sarung in"
678,Wisata Alam Bukit Bangkirai,Kebun Raya,S1 01 31.6 E116 51 54.5,-1.025444,116.865139,"Jl. Bukit Bangkirai, Kecamatan Samboja, Kabupaten Kutai Kartanegara","Bukit Bangkirai merupakan kawasan wisata alam dan petualangan yang terletak di Kecamatan Samboja, sekitar 58 km dari arah kota Balikpapan dan 150 km dari Samarinda/Tenggarong. Kawasan ini merupakan bagian dari kawasan hutan hujan tropis yang dilindungi."
679,Kawasan Wisata & Pendidikan Lingkungan Hidup Beruang Madu Balikpapan,Taman Wisata,S1 06 34.9 E116 54 13.9,-1.109694,116.903861,"1,5 KM dari Jl. Soekarno - Hatta KM 23","Kawasan Wisata Pendidikan Lingkungan Hidup (KWPLH) terletak di Km.23 Jalan raya Balikpapan-Samarinda. Kawasan ini merupakan kawasan konservasi Beruang Madu atau yang dikenal dengan nama ilmiah ""Helarctos Malayanus"". Hewan ini tergolong salah satu satwa"
680,Ikan Bakar & Seafood Joko Tingkir,Rumah Makan,S1 12 40.6 E116 51 46.9,-1.211278,116.863028,"Jl. Soekarno - Hatta KM 5, Balikpapan","Merupakan rumah makan ikan bakar dan seafood khas Lamongan, Jawa Timur"
681,Hotel Mutiara Indah,Hotel,S1 15 57.3 E116 50 52.1,-1.265917,116.847806,"Jl. Mayjen Sutoyo, Balikpapan",Sebuah hotel bintang 1 yang berada tidak jauh dari pusat kota Balikpapan dan sekitar 15 menit dari Bandara Sepinggan
682,Pantai Manggar Segarasari,Pantai,S1 12 44.6 E116 58 52.0,-1.212389,116.981111,"Jl. Raya Batakan Km 23, Kelurahan Manggar dan Teritip, Kecamatan Balikpapan Timur, Kota Balikpapan","Pantai Manggar Segarasari merupakan salah satu obyek wisata andalan di Kabupaten Balikpapan, Provinsi Kalimantan Timur, Indonesia. Air lautnya begitu jernih, pasirnya begitu putih, dan secara keseluruhan pemandangan wilayah pantai tampak masih terasa in"
683,Pantai Lamaru,Pantai,S1 11 35.1 E117 00 16.8,-1.193083,117.004667,"Jl. Raya Batakan Km 26, Kelurahan Teritip, Kecamatan Balikpapan Timur, Kota Balikpapan",Terletak di sebelah timur pantai Manggar Segara Sari. Pantai berpasir putih ini ditumbuhi pepohonan cemara pantai yang memberikan kesan teduh dan alami. Panti yang memberikan kesan natural ini merupakan pilihan bagi mereka yang mendambakan suasa teduh d
684,Penangkaran Buaya Surya Raya “Teritip”,Informasi tidak ada,S1 10 13.3 E117 00 18.2,-1.170361,117.005056,"Jl. Raya Batakan Km 28, Kelurahan Teritip, Kecamatan Balikpapan Timur, Kota Balikpapan","Terletak di daerah Teritip, sekitra 17 Kilometer sebelah timur Kota Balikpapan. Penangkaran ini memiliki luas kurang lebih 1,000 meter persegi yang bisa menampung kurang lebih 1500 ekor buaya. Penangkaran ini memasok kulit buaya sebagai bahan baku untuk"
685,Makam Jepang,Benda Cagar Budaya,S1 12 02.0 E116 59 58.2,-1.200556,116.999500,"Jl. Raya Batakan Km 25, Kelurahan Teritip, Kecamatan Balikpapan Timur, Kota Balikpapan","Terletak berdekatan dengan Pantai Lamaru, melalui akses jalan Lamaru Sunrise Beach. Tugu ini merupakan tugu peringatan yang melambangkan perjuangan kegigihan pasukan Jepang ini dibangun di atas makam pemimpin pasukan Jepang yang gugur dalam pertempuran m"
686,Masjid Agung Balikpapan,Masjid,S1 16 37.0 E116 49 46.7,-1.276944,116.829639,"Jl. Jendral Sudirman, Balikpapan",Masjid utama di Kota Balikpapan
687,Walikota Balikpapan,Kantor Pemerintahan,S1 16 38.1 E116 49 39.8,-1.277250,116.827722,"Jl. Jendral Sudirman, Balikpapan",Kantor pemerintahan pusat Kota Balikpapan
688,DPRD Balikpapan,Kantor Pemerintahan,S1 16 38.7 E116 49 40.4,-1.277417,116.827889,"Jl. Jendral Sudirman, Balikpapan",Kantor wakil rakyat DPRD Kota Balikpapan
689,Monumen Perjuangan Rakyat,Monumen,S1 16 44.1 E116 49 19.1,-1.278917,116.821972,"Jl. Jendral Sudirman, Balikpapan","Monumen yang melambangkan perjuangan rakyat Balikpapan ini terletak di area pusat kota. Dengan berlatar belakang pantai berpasir putih dan dikelilingi dengan taman yang tertata apik, menjadikan monumen ini salah satu pilihan untuk dikunjungi. Monumen ini"
690,Pantai Kemala,Pantai,S1 16 49.1 E116 49 07.8,-1.280306,116.818833,"Jl. Jendral Sudirman, Balikpapan",Terletak di sekitar jantung Kota Balikpapan. Pantai mungil berpasir putih ini diwarnai dengan nuansa Bali yang menawarkan suasana nyaman dan santai. Foodcourt yang ditata dengan apik di tepi pantai lengkap dengan sentuhan cahaya lilin di malam hari menj
691,Tugu Australia,Tugu,S1 16 48.2 E116 48 56.3,-1.280056,116.815640,"Jl. Jendral Sudirman, Balikpapan",Terletak di area pusat Kota Balikpapan. Tugu ini merupakan tugu peringatan yang dibangun oleh pemerintah Australia untuk memperingati pasukan divisi VII Australia yang gugur menghadapi pasukan Jepang pada masa perang dunia ke-2. Pasukan ini gugur karna s
692,Bunker Jepang,Benda Cagar Budaya,S1 16 49.4 E116 48 39.7,-1.280389,116.811028,"Jl. Jendral Sudirman, Balikpapan","Dimasa dominasi nya di Kota Balikpapan, para tentara Jepang membangun Bunker-bungker pertahanan. Sebagian besar dari bungker-bungker yang ditemukan terletak di wilayah timur Kota Balikpapan (wilayah sekitar pantai Manggar dan Lamaru). Ada 20 (dua puluh) b"
693,Pantai Melawai,Pantai,S1 16 45.1 E116 48 37.4,-1.279194,116.810389,"Jl. Yos Sudarso, Balikpapan","Pantai Melawai terletak di tepian jalan raya dan sejalur dengan Pantai Banu Patra, Pelabuhan Semayang, serta kawasan kilang minyak Balikpapan. Pantai Melawai merupakan tempat strategis di Balikpapan untuk melihat proses tenggelamnya matahari di ufuk bara"
694,Pelabuhan Semayang,Pelabuhan,S1 16 23.1 E116 48 22.5,-1.273056,116.806250,"Jl. Yos Sudarso, Balikpapan",Pelabuhan Semayang merupakan pelabuhan utama di Kota Balikpapan. Pelabuhan ini menghubungkan kota Balikpapan dengan berbagai pelabuhan di Indonesia.
695,Pusat Kerajinan dan Cinderamata Kebun Sayur,Pusat Kerajinan,S1 14 06.9 E116 49 24.1,-1.235250,116.823361,"Jl. Letjen Soeprapro, Balikpapan","Merupakan pasar yang menyediakan berbagai hasil kerajinan tangan masyarakat Kota Balikpapan. Barang-barang yang banyak dijual disini adalah: Batik dalam motif ""Ampik"" (motif ""Dayak""); kerajinan yang terbuat dari manik-manik seperti: Perhiasan (gelang, ..."
696,Hutan Kota&Hutan Mangrove Margaluyu,Hutan,S1 13 34.2 E116 49 25.9,-1.226167,116.823862,"Jl. Gunung Satu, Margaluyu, Balikpapan",Terletak relatif tidak jauh dari pusat Kota Balikpapan. Hutan ini juga merupakan Hutan Kota. Hutan bakau ini diproyeksikan akan menempati luas sebesar kurang-lebih 20 Ha. Saat ini wilayah yang sudah sudah beroprasi sekitar 5 Ha. Jenis bakau yang dominan
697,Hutan Lindung Sungai Wain,Hutan,S1 08 42.7 E116 50 23.8,-1.145194,116.839944,"Jl. Waduk Sungai Wain, Kota Balikpapan","Hutan Lindung Sungai Wain (HLSW) merupakan salah satu obyek wisata alam di Provinsi Kalimantan Timur, Indonesia. HLSW adalah perpaduan obyek wisata hutan dan sungai. Luas keseluruhan kawasan HLSW adalah 10.025 hektar. Ada beberapa pilihan yang dapat"
698,Kebun Raya Balikpapan,Kebun Raya,S1 08 04.6 E116 51 24.2,-1.134611,116.856722,"Jl. Waduk Sungai Wain, Kota Balikpapan",Informasi tidak ada
699,Tugu Peringatan Jepang Km 13,Tugu,S1 09 52.2 E116 52 48.7,-1.164500,116.880194,"Jl. Soekarno-Hatta Km 13, Kota Balikpapan","Tugu ini terletak di jalan Soekarno Hatta Km.13 No.03 Kecamatan Balikpapan Utara yang merupakan Tugu Peringatan terhadap tentara Jepang, Bangsa Indonesia dan Tentara Australia yang meninggal pada pertempuran perang dunia ke-II. di sekitar area tugu ini t"
700,Waduk Manggar,Waduk,S1 10 11.1 E116 54 58.3,-1.169750,116.916194,"Jl. Waduk Manggar, Kota Balikpapan","Waduk Manggar belum lama difungsikan. Selain sebagai sarana pengairan, waduk ini bisa juga digunakan untuk kegiatan olahraga air."
701,Museum Cakraningrat,Museum,S 7 2 54.3 E 112 44 6.6,-7.04842,112.73517,"Jl. Soekarno Hatta 39 A, Bangkalan, kode pos 69116, Jawa Timur",Pemerintah Kabupaten Bangkalan sangat antusias memperhatikan peninggalan-peninggalan bersejarah yang ada di Kabupaten Bangkalan. Akhirnya pada tanggal 13 Maret 2008 terwujudlah bangunan Gedung Museum yang baru dengan nama Museum Cakraningrat Kabupaten B
702,Museum Kesehatan/ Museum Santet,Museum,S 7 14 27.7 E 112 43 54.9,-7.24103,112.73192,Jl. Indrapura 17 Surabaya Jawa Timur,Museum ini diselenggarakan oleh Departemen Kesehatan RI. Menurut jenis koleksinya museum ini digolongkan kedalam museum khusus kesehatan. Museum ini dibangun pada tanggal 14 September 2004 dan difungsikan saat itu juga. Awalnya berfungsi sebagai kantor d
703,Museum Mpu Tantular,Museum,S 7 26 1.4 E 112 43 12.3,-7.43372,112.72008,"JL. Raya Buduran (Jembatan Layang), Sidoarjo, Jawa Timur",Museum ini diselenggarakan oleh Pemerintah Provinsi. Menurut jenis koleksinya museum ini digolongkan kedalam museum umum. Museum ini mulai difungsikan pada tanggal 14 Juli 2004. Bangunan ini dibangun dua lantai dengan luas keseluruhan bangunan 5.650 m2 d
704,Museum Sampoerna,Museum,S 7 13 52.5 E 112 44 2.9,-7.23125,112.73414,Jl Kertajaya Indah Timur,Museum ini dibangun sejak tanggal 20 Februari 1892 yang mulai difungsikan sebagai museum sejak tanggal 9 Oktober 2003. Mulanya bangunan ini berfungsi sebagai Jonges Weezen Inrichting Panti Asuhan Yatim Piatu untuk anak Laki-laki. Bangunan dua lantai ini
705,Museum Kambang Putih,Museum,S 6 53 45.4 E 112 03 51.4,-6.89594,112.06428,"Jl. Kartini No. 3 Tuban, kode pos 62313 Jawa Timur","Museum ini merupakan museum umum yang diselenggarakan oleh pemerintahan kabupaten. Semula bangunan berfungsi sebagai kamar bola. Tanggal dibangun adalah 4 Januari 1984, namun baru difungsikan sejak tanggal 28 Maret 1984. Bangunannya dibuat di atas lahan"
706,Museum Keraton Sumenep,Museum,S 7 00 31.8 E 113 51 45.3,-7.00883,113.86258,Jl.Dr.Soetomo No.6 Tlp.667148,"Museum ini termasuk museum umum yang diselenggarakan oleh pemerintah kabupaten. Awalnya bangunan museum ini berfungsi sebagai Kantor Raja, sekitar tahun 1762, namun mulai difungsikan sebagai museum sejak 9 Maret 1965. Bangunannya dibuat di atas lahan se"
707,Museum Brawijaya,Museum,S7 58 18.9 E112 37 16.4,-7.97192,112.62123,Jl. Ijen No. 25 Malang Jawa Timur,Museum ini merupakan museum perjuangan yang diselenggarakan oleh TNI AD. Museum ini dibangun pada tahun 1967 namun baru difungsikan pada 04 Mei 1968. Bangunannya dibuat di atas lahan seluas 10.500 m2 dengan rimcian bangunan publik seluas 3.200 m2 dan non
708,Candi Bajangratu,Benda Cagar Budaya,S 7 34 4 E 112 23 55.6,-7.56778,112.39878,"Dukuh Kraton, Desa Temon, Kecamatan Trowulan, Kabupaten. Mojokerto","Gapura Bajang Ratu merupakan bangunan pintu gerbang berbentuk ‘pradakursa’ yaitu gapura berupa pintu gerbang dengan atap yang menyatu (memiliki atap). Bahan utamanya adalah batu bata, kecuali lantai tangga serta ambang pintu (bawah dan atas) gapura y"
